family,contrast,n,candidate_mean_loss,comparator_mean_loss,mean_delta_candidate_minus_comparator,ci_low,ci_high,raw_p,rank_biserial,dataset,rho,holm_p,holm_significant,direction,attack,scenario
A2-attack-rho07,Tuned-LIR-vs-COWA,20,0.2865364344472454,0.28267151845137894,0.003864915995866461,0.00268490690231954,0.004950299628858826,1.9073486328125e-05,0.9523809523809523,product,,0.000152587890625,True,comparator_win,on_off,
A2-attack-rho07,Tuned-LIR-vs-COWA,20,0.3895430710468438,0.40227821225004695,-0.012735141203203175,-0.014312612315805164,-0.01123834189145878,1.9073486328125e-06,-1.0,product,,2.288818359375e-05,True,candidate_win,random,
A2-attack-rho07,Tuned-LIR-vs-COWA,20,0.18520725653511133,0.28334309068850827,-0.09813583415339691,-0.10104212662436622,-0.09494487202598387,1.9073486328125e-06,-1.0,weather,,2.288818359375e-05,True,candidate_win,collusive,
A2-attack-rho07,Tuned-LIR-vs-COWA,20,0.15969413906254037,0.17435455182819443,-0.01466041276565402,-0.017480765259989373,-0.011935577699503997,1.9073486328125e-06,-1.0,weather,,2.288818359375e-05,True,candidate_win,on_off,
A2-attack-rho07,Tuned-LIR-vs-COWA,20,0.0836111884117807,0.10537670293940567,-0.021765514527624968,-0.023541141014577226,-0.019955014012257234,1.9073486328125e-06,-1.0,weather,,2.288818359375e-05,True,candidate_win,random,
A3-behavior-switch,Tuned-LIR-vs-COWA,15,0.5848824961456918,0.7092731130606081,-0.12439061691491637,-0.13693396569291766,-0.11125393299146011,6.103515625e-05,-1.0,dog,,0.00048828125,True,candidate_win,,benign_to_malicious
A3-behavior-switch,Tuned-LIR-vs-COWA,15,0.18422853351788115,0.18459262478198862,-0.000364091264107452,-0.004608425957231807,0.004080778586415569,0.87249755859375,-0.1,dog,,1.0,False,candidate_win,,malicious_to_benign
A3-behavior-switch,Tuned-LIR-vs-COWA,15,0.619753086419753,0.6148148148148148,0.004938271604938269,-0.013580246913580242,0.020987654320987682,0.62109375,0.14285714285714285,duck,,1.0,False,comparator_win,,benign_to_malicious
A3-behavior-switch,Tuned-LIR-vs-COWA,15,0.31975308641975314,0.33209876543209876,-0.012345679012345668,-0.03086419753086418,0.0037037037037037086,0.29296875,-0.37777777777777777,duck,,1.0,False,candidate_win,,malicious_to_benign
A3-behavior-switch,Tuned-LIR-vs-COWA,15,0.5124462867604881,0.6646487159364356,-0.15220242917594767,-0.1617440535281928,-0.14259724363245002,6.103515625e-05,-1.0,product,,0.00048828125,True,candidate_win,,benign_to_malicious
A3-behavior-switch,Tuned-LIR-vs-COWA,15,0.22940872271788149,0.261422846494861,-0.03201412377697955,-0.03555587485031247,-0.027959741072142625,6.103515625e-05,-1.0,product,,0.00048828125,True,candidate_win,,malicious_to_benign
A3-behavior-switch,Tuned-LIR-vs-COWA,15,0.13400769087519276,0.1899462188953951,-0.05593852802020233,-0.058965877539102984,-0.052871060021762284,6.103515625e-05,-1.0,weather,,0.00048828125,True,candidate_win,,benign_to_malicious
A3-behavior-switch,Tuned-LIR-vs-COWA,15,0.024132658176508677,0.024755852854572057,-0.0006231946780633816,-0.0018109250580715156,0.0004901269722387114,0.33349609375,-0.25,weather,,1.0,False,candidate_win,,malicious_to_benign
