family,comparator,hypothesis_id,dataset,rho,n,mean_delta,ci_low,ci_high,bootstrap_seed,p_raw,rank_biserial,wins,ties,losses,p_holm,holm_significant,direction,attack,scenario
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=dog|rho=1/10,dog,1/10,20,-0.004987788180072567,-0.006992337799552023,-0.002862317105407698,2489291842379978315,0.0003490447998046875,-0.8380952380952381,16,0,4,0.0017452239990234375,True,LIR-PPTD,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=dog|rho=1/2,dog,1/2,20,0.056670676935676755,0.05148316775320193,0.062092640561657864,10305850792211656848,1.9073486328125e-06,1.0,0,0,20,3.814697265625e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=dog|rho=3/10,dog,3/10,20,0.01663386121337928,0.012791207239003496,0.02031525046040594,5599031737760889470,7.62939453125e-06,0.9714285714285714,2,0,18,5.340576171875e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=dog|rho=7/10,dog,7/10,20,0.0734980442565969,0.0656707463337227,0.08093935693531573,5483122786012257246,1.9073486328125e-06,1.0,0,0,20,3.814697265625e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=dog|rho=9/10,dog,9/10,20,0.033815865644681704,0.02834402810452734,0.039316228662487726,14970465262341291507,1.9073486328125e-06,1.0,0,0,20,3.814697265625e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=duck|rho=1/10,duck,1/10,20,0.0009615384615384692,-0.0028846153846153856,0.005288461538461542,5832394806936814366,0.6322021484375,0.21904761904761905,7,6,7,1.0,False,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=duck|rho=1/2,duck,1/2,20,0.07932692307692306,0.04903846153846152,0.11249999999999998,6113448562390636332,1.33514404296875e-05,0.9523809523809523,1,0,19,8.0108642578125e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=duck|rho=3/10,duck,3/10,20,0.007211538461538464,-0.0009615384615384637,0.015865384615384625,13419059367990795639,0.133056640625,0.425,5,5,10,0.399169921875,False,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=duck|rho=7/10,duck,7/10,20,0.18028846153846156,0.14615384615384616,0.21730769230769234,3769203737328986280,1.9073486328125e-06,1.0,0,0,20,3.814697265625e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=duck|rho=9/10,duck,9/10,20,0.21682692307692308,0.19471153846153846,0.23846153846153845,1330861996056798630,1.9073486328125e-06,1.0,0,0,20,3.814697265625e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=product|rho=1/10,product,1/10,20,0.011478093512617426,0.009798873177551345,0.013224647452800576,15265898446727318111,1.9073486328125e-06,1.0,0,0,20,3.814697265625e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=product|rho=1/2,product,1/2,20,0.03359851882706659,0.031212507367808447,0.036067781256141504,9737176849546905847,1.9073486328125e-06,1.0,0,0,20,3.814697265625e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=product|rho=3/10,product,3/10,20,0.027878503203310156,0.02476112415276087,0.030601344083126918,14390766565428947945,1.9073486328125e-06,1.0,0,0,20,3.814697265625e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=product|rho=7/10,product,7/10,20,0.037639945222971136,0.03564661283841664,0.03960532529686809,8268986035440759863,1.9073486328125e-06,1.0,0,0,20,3.814697265625e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=product|rho=9/10,product,9/10,20,0.03804126036803992,0.03676802584606264,0.039449265131597695,10307706429977951842,1.9073486328125e-06,1.0,0,0,20,3.814697265625e-05,True,COWA,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=weather|rho=1/10,weather,1/10,9,-0.006536880520248411,-0.007383827911824682,-0.0058195974646606755,14574374351057795587,0.00390625,-1.0,9,0,0,0.015625,True,LIR-PPTD,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=weather|rho=1/2,weather,1/2,20,-0.02623381074116923,-0.027987009327140062,-0.024636955314591525,12925661774862729829,1.9073486328125e-06,-1.0,20,0,0,3.814697265625e-05,True,LIR-PPTD,,
A1-persistent-ratio,COWA,A1-persistent-ratio|COWA|dataset=weather|rho=3/10,weather,3/10,20,-0.024937238499121345,-0.0257669501683726,-0.024148330824441032,7773759945835877600,1.9073486328125e-06,-1.0,20,0,0,3.814697265625e-05,True,LIR-PPTD,,
